Código,Descrição,Tradução,Causas,Recomendações,Consequências,Peso,Causes,Recomendações EN
E20,High Engine Oil Temperature Warning,,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido",,1.0,"Low level of lubricating oil, contaminated lubricant oil, incorrect viscosity, defective oil pressure sensors, improper circulation of lubricating oil, worn components. This failure, if not treated, can generate catastrophic consequences on engines.","Check the level of oil, quality and viscosity, check if the oil filter is obstructed"
E21(2),High Exhaust Temperature Derate,Derate - Alta Temperatura de Gases de Descarga,"Restrição da vazão de ar de admissão, vazamento no coletor de admissão ou descarga, retrição na descarga, injetores defeituosos, redução de performance do aftercooler.","Checagem da entrada de ar do motor a procura de restrições ou vazamentos, checagem do coletor de descarga a procura de vazamentos entre o coletor e o turbo-compressor, checagem da saída da descarga de gases a procura de restrições ou alta co ntra-pressão, checagem da performance dos injetores, checagem do aftercooler a procura de vazamentos ou entupimento das aletas internas.",,2.0,"Restriction of the intake air flow, leakage in the admission or discharge collector, retrieval in discharge, defective guns, aftercooler performance reduction.","Motor air intake checks Search for restrictions or leaks, Discharge Collector Checking the search for leaks between the collector and turbo-compressor, check the output of the gas discharge to restrictions or high-pressure, Checking the performance of the injectors, aftercooler checking the search for leaks or clogging of the internal fins."
E2112,Low Engine Coolant Pressure,,"Baixo nível do líquido de arrefecimento, qualidade do refrigerante, ar no sistema de arrefecimento, radiador, vazamento de refrigerante, ventilador de refrigeração do radiador defeituoso (se aplicável), mangueiras danificadas, regulador de temperatura com defeito, bomba de líquido arrefecedor de água com revestimento defeituoso, aftecooler ou carga excessiva no sistema.","Inspecionar o nível do líquido de arrefecimento e Verificar sua qualidade, Verificar presença de ar no sistema de arrefecimento, Verificar as aletas de refrigeração no radiador. Verificar o sistema de arrefecimento quanto a vazamentos. Verificar se o motor não está com sobrecarga.",,1.0,"Low level of coolant, refrigerant quality, air coolant, radiator, refrigerant leak, defective radiator cooling fan (if applicable), damaged hoses, defective temperature regulator, water cooler pump with Defective coating, Aftecooler or excessive load in the system.","Inspect the coolant level and check your quality, check air presence in the cooling system, check the cooling fins on the radiator. Check the cooling system for leaks. Check that the engine is not overloaded."
E2143(1) ,Low Engine Coolant Level,Baixo nível de liquido de arrefecimento.,Baixo nível de liquido de arrefecimento.,"Checar por vazamentos no sistema de arrefecimento, aftercoolers, trocadores de calor.",,1.0,Low level of cooling liquid.,"Check for leaks in the cooling system, aftercoolers, heat exchangers."
E224,High Jacket Water Inlet Pressure,,"Baixo nível do líquido de arrefecimento, qualidade do refrigerante, ar no sistema de arrefecimento, radiador, vazamento de refrigerante, ventilador de refrigeração do radiador defeituoso (se aplicável), mangueiras danificadas, regulador de temperatura com defeito, bomba de líquido arrefecedor de água com revestimento defeituoso, aftecooler ou carga excessiva no sistema.","Inspecionar o nível do líquido de arrefecimento e Verificar sua qualidade, Verificar presença de ar no sistema de arrefecimento, Verificar as aletas de refrigeração no radiador. Verificar o sistema de arrefecimento quanto a vazamentos. Verificar se o motor não está com sobrecarga.",,1.0,"Low level of coolant, refrigerant quality, air coolant, radiator, refrigerant leak, defective radiator cooling fan (if applicable), damaged hoses, defective temperature regulator, water cooler pump with Defective coating, Aftecooler or excessive load in the system.","Inspect the coolant level and check your quality, check air presence in the cooling system, check the cooling fins on the radiator. Check the cooling system for leaks. Check that the engine is not overloaded."
E225(3),Engine Overcrank,Tempo de partida ultrapassado,"Códigos de diagnóstico, Códigos de eventos, Abastecimento de combustível, Fonte de alimentação elétrica para o Módulo de Controle Eletrônico (ECM), Auxílios de partida (se aplicável), Chaves de desligamento do motor (se aplicável), Velocidade do motor/timing, Injetores unitários.","Verificar o sistema de combustível, chicote de alimentação do ECM, chaves de parada, injetores e timing do motor.",,1.0,"Diagnostic codes, event codes, fuel supply, Electrical power supply for the electronic control module (ECM), starting aid (if applicable), motor shutdown keys (if applicable), motor speed / timing, Unit injectors.","Check the fuel system, ECM power whip, parade keys, guns and motor timing."
E25,High Inlet Air Temperature Derate,,"Alta temperatura de ar ambiente, Alta temperatura do líquido de arrefecimento, Restrição de entrada de ar e/ou elevada altitude, Sensor de temperatura de ar de entrada com defeito e/ou circuito, Fluxo insuficiente de água de resfriamento através do pós-arrefecedor, Fluxo insuficiente de ar através do pós-arrefecedor.","Verificar alta temperatura de ar ambiente, Verificar temperatura de arrefecimento, Verificar se há alta restrição de ar na entrada e/ou altitude elevada, Verificar o sensor de temperatura de ar do coletor de admissão e/ou o circuito, Verificar se há fluxo suficiente de líquido de arrefecimento através do aftercooler, Verificat se há fluxo de ar suficiente através do aftercooler.",,2.0,"High ambient air temperature, high temperature of the coolant, air inlet restriction and / or high altitude, defective inlet air temperature sensor and / or circuit, insufficient flow of cooling water through theaftercooler, Insufficient flow of air through theaftercooler.","Check high temperature of ambient air, check cooling temperature, check for high air restriction in the inlet and / or high altitude, check the intake collector air temperature sensor and / or circuit, check for sufficient flow Cooling liquid through aftercooler, verify if there is enough airflow through afterCooler."
E26,High Inlet Air Temperature Shutdown,,"Alta temperatura de ar ambiente, Alta temperatura do líquido de arrefecimento, Restrição de entrada de ar e/ou elevada altitude, Sensor de temperatura de ar de entrada com defeito e/ou circuito, Fluxo insuficiente de água de resfriamento através do pós-arrefecedor, Fluxo insuficiente de ar através do pós-arrefecedor.","Verificar alta temperatura de ar ambiente, Verificar temperatura de arrefecimento, Verificar se há alta restrição de ar na entrada e/ou altitude elevada, Verificar o sensor de temperatura de ar do coletor de admissão e/ou o circuito, Verificar se há fluxo suficiente de líquido de arrefecimento através do aftercooler, Verificat se há fluxo de ar suficiente através do aftercooler.",,2.0,"High ambient air temperature, high temperature of the coolant, air inlet restriction and / or high altitude, defective inlet air temperature sensor and / or circuit, insufficient flow of cooling water through theaftercooler, Insufficient flow of air through theaftercooler.","Check high temperature of ambient air, check cooling temperature, check for high air restriction in the inlet and / or high altitude, check the intake collector air temperature sensor and / or circuit, check for sufficient flow Cooling liquid through aftercooler, verify if there is enough airflow through afterCooler."
E264(3),Emergency Stop Activated,Alerta de botoeira de emergência ativada,Botoeira de emergência pressionada,Verificar o correto funcionamento das botoeiras de emergência,,1.0,Emergency button pressed,Check the correct operation of emergency buttons
E268,Unexpected Engine Shutdown,Parada inesperada do motor,"O módulo de controle eletrônico do motor (ECM) recebe velocidade do motor igual a zero, sem que tenha sido ativado o procedimento de desligamento do motor","Checagem de outros códigos de falha, checagem do sistema de alimentação de combustível, checagem dos injetores, transmissão ou a cessórios do motor.",,2.0,"The Motor Electronic Control Module (ECM) receives engine speed equal to zero, without activated the engine shutdown procedure","Checking other failure codes, fuel system checks, gun checks, transmission or motor assignments."
E27,High Inlet Air Temperature Warning,,"Alta temperatura de ar ambiente, Alta temperatura do líquido de arrefecimento, Restrição de entrada de ar e/ou elevada altitude, Sensor de temperatura de ar de entrada com defeito e/ou circuito, Fluxo insuficiente de água de resfriamento através do pós-arrefecedor, Fluxo insuficiente de ar através do pós-arrefecedor.","Verificar alta temperatura de ar ambiente, Verificar temperatura de arrefecimento, Verificar se há alta restrição de ar na entrada e/ou altitude elevada, Verificar o sensor de temperatura de ar do coletor de admissão e/ou o circuito, Verificar se há fluxo suficiente de líquido de arrefecimento através do aftercooler, Verificat se há fluxo de ar suficiente através do aftercooler.",,1.0,"High ambient air temperature, high temperature of the coolant, air inlet restriction and / or high altitude, defective inlet air temperature sensor and / or circuit, insufficient flow of cooling water through theaftercooler, Insufficient flow of air through theaftercooler.","Check high temperature of ambient air, check cooling temperature, check for high air restriction in the inlet and / or high altitude, check the intake collector air temperature sensor and / or circuit, check for sufficient flow Cooling liquid through aftercooler, verify if there is enough airflow through afterCooler."
E270,Driven Equipment Shutdown Requested,,Solicitação de shutdown recebida pelo ECM.,Determinar a causa do shutdown e garantir que a operação esteja adequada.,,2.0,SHUTDOWN Request Received by ECM.,Determine the cause of the shutdown and ensure that the operation is adequate.
E272(1),Inlet Air Restriction Warning,Derate - Restrição do Filtro de Ar de Admissão,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,,1.0,Blocked / coagulated air filter.,Checking the air filter and engine intake pipes.
E279,High Aftercooler Temperature Warning,,"Circuito do Aftercooler - Baixo nível do líquido de arrefecimento, Qualidade de refrigerante, Ar no sistema de arrefecimento, Radiador, Vazamento de refrigerante, Ventilador de refrigeração do radiador defeituoso (se aplicável), Mangueiras danificadas, Regulador de temperatura com defeito, Bomba de líquido arrefecedor de água com revestimento defeituoso, Pós-resfriador.","Verificar se o motor está operando com cargas muito altas. Verificar regulador de temperatura, se existe ar no sistema de arrefecimento, vazamento de fluido de arrefecimento, mangueiras danificadas e/ou aftercooler defeituoso.",,1.0,"Aftercooler circuit - low level of coolant, refrigerant quality, air in cooling system, radiator, refrigerant leak, defective radiator cooling fan (if applicable), damaged hoses, defective temperature regulator, liquid pump Water cooler with defective,aftercooler coating.","Check that the engine is operating with very high loads. Check temperature regulator, if there is air in the cooling system, cooling fluid leak, damaged hoses and / or defective aftercooler."
E30,High Transmission Oil Temperature Warning,Alta temperatura de óleo de transmissão - Alerta,"Baixo nível de óleo de transmissão, resfriador do óleo de transmissão","Checar o nível de óleo de transmissão, remover o excesso caso se aplique. Checar restrições na válvula de alívio e fazer os reparos necessários.",,1.0,"Low level of transmission oil, transmission oil cooler","Check the transmission oil level, remove excess if applicable. Check restrictions on the relief valve and make the necessary repairs."
E31(2),Air Filter Restriction Derate,Restrição do Filtro de Ar de Admissão - Alerta,Filtro de ar bloqueado/coagulado.,Checagem do filtro de ar e tubulações de admissão do motor.,,2.0,Blocked / coagulated air filter.,Checking the air filter and engine intake pipes.
E360,Low Engine Oil Pressure,Baixa pressão de óleo lubrificante,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido.",,1.0,"Low level of lubricating oil, contaminated lubricant oil, incorrect viscosity, defective oil pressure sensors, improper circulation of lubricating oil, worn components. This failure, if not treated, can generate catastrophic consequences on engines.","Check the level of oil, quality and viscosity, check if the oil filter is obstructed."
E361,High Engine Coolant Temperature,,"Nível de fluido de arrefecimento baixo, qualidade do fluido, ar no sistema de arrefecimento, válvula termostática, bomba de água de jaqueta, aftercooler.","Inspecionar o nível do líquido de arrefecimento e Verificar sua qualidade, Verificar presença de ar no sistema de arrefecimento, Verificar as aletas de refrigeração no radiador. Verificar o sistema de arrefecimento quanto a vazamentos. Verificar se o motor não está com sobrecarga.",,1.0,"Level of cooling fluid, fluid quality, air in cooling system, thermostatic valve, jacket water pump, aftercooler.","Inspect the coolant level and check your quality, check air presence in the cooling system, check the cooling fins on the radiator. Check the cooling system for leaks. Check that the engine is not overloaded."
E363,High Fuel Supply Temperature,Alta temperatura de combustível de admissão,"Válvula reguladora de pressão de combustível, Nível de combustível, Linhas de combustível, Motor superaquecido.","Inspecionar a válvula reguladora de pressão de combustível de retorno. Certificar-se de que o tanque de combustível contém combustível suficiente. À medida que o nível do tanque de combustível diminui, a temperatura do combustível geralmente aumenta. Certificar-se de que o fluxo de retorno de combustível para o tanque de combustível não esteja obstruído. ",,1.0,"Fuel pressure regulator valve, fuel level, fuel lines, overheated motor.","Inspect the return fuel pressure regulator valve. Make sure the fuel tank contains enough fuel. As the level of the fuel tank decreases, the fuel temperature generally increases. Make sure that the fuel return flow to the fuel tank is not obstructed."
E38(1),Low Engine Coolant Temperature Warning,Baixa Temperatura de Líquido de Arrefecimento - Alerta,Operação em fatores de carga altos com baixa temperatura do sistema de arrefecimento. Aumento brusco do fator de carga no motor com temperatura baixa de arrefecimento.,"Operação em fatores de carga muito baixos, Antes de assumir cargas altas, o motor deve ser preaquecido até a temperatura de trabalho; Utilização de aquecedor de água de jaqueta.",,1.0,Operation in high load factors with low temperature of the cooling system. Brusque increase of the load factor in the engine with low cooling temperature.,"Operation in very low load factors, before assuming high loads, the engine must be preheated until the working temperature; Use of jacket water heater."
E39,Low Engine Oil Pressure Derate,Baixa pressão de óleo lubrificante,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido",,2.0,"Low level of lubricating oil, contaminated lubricant oil, incorrect viscosity, defective oil pressure sensors, improper circulation of lubricating oil, worn components. This failure, if not treated, can generate catastrophic consequences on engines.","Check the level of oil, quality and viscosity, check if the oil filter is obstructed"
E390,Fuel Filter Restriction,,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,,1.0,Increased pressure differential in the fuel filter; Need to exchange fuel filter; Incorrect installation of the inlet / fuel output sensors.,Checking the installation positioning of the pressure sensors; Exchange of fuel filters.
E4(3),Engine Overspeed Shutdown,Sobrevelocidade do motor - Shutdown,O shutdown ocorre quando o motor encontra-se em sobrevelocidade por um período de tempo elevado.,Diminuição gradual de carga desse motor. Análise da atmosfera do ar de admissão do motor.,,2.0,Shutdown occurs when the engine is in overvelation for a high period of time.,Gradual load of this engine. Analysis of the air intake air atmosphere.
E40,Low Engine Oil Pressure Shutdown,Pressão de óleo lubrificante baixa com Shutdown,"Baixo nível de óleo lubrificante, óleo lubrificante contaminado, viscosidade incorreta, sensores de pressão de óleo defeituosos, circulação imprópria do óleo lubrificante, componentes desgastados. Essa falha, caso não tratada, pode gerar consequências catastróficas nos motores.","Checar o nível de óleo,qualidade e viscosidade, verificar se o filtro de óleo está obstruido",,2.0,"Low level of lubricating oil, contaminated lubricant oil, incorrect viscosity, defective oil pressure sensors, improper circulation of lubricating oil, worn components. This failure, if not treated, can generate catastrophic consequences on engines.","Check the level of oil, quality and viscosity, check if the oil filter is obstructed"
E405,Cylinder #5 Detonation,,"Carga no motor excessiva, Alta pressão ou temperatura na admissão, Timing incorreto no motor, mudança de qualidade do combustível, Razão ar/combustível incorreta.",Checar temperatura e pressão na admissão; Verificar carga do motor; Checar calibragem dos sensores de exaustão; checar mistura ar/combustível; Verificar calibração do sensor de timing do motor.,,1.0,"Excessive engine load, high pressure or temperature on admission, incorrect motor timing, fuel quality change, incorrect air / fuel ratio.",Check temperature and pressure on admission; Check engine load; Check calibration of exhaust sensors; Checking air / fuel mixture; Check engine timing sensor calibration.
E42,Low System Voltage Shutdown,,Tensão abaixo do normal no ECM,Verificação do ECM e da estabilidade da tensão; Verificação do chicote de interligação em busca de possíveis curtos na alimentação de sensores.,,2.0,Tension below normal in ECM,Verification of ECM and tension stability; Verification of the interconnection harness in search of possible short sensor feed.
E43,Low System Voltage Warning,,Tensão abaixo do normal no ECM,Verificação do ECM e da estabilidade da tensão; Verificação do chicote de interligação em busca de possíveis curtos na alimentação de sensores.,,1.0,Tension below normal in ECM,Verification of ECM and tension stability; Verification of the interconnection harness in search of possible short sensor feed.
E48(1),Backup ECM Took Control,ECM secundário assume controle do motor,"Tensão da bateria do ECM principal, Perda do sinal do ECM principal, códigos de diagnóstico para as solenóides do injetor, condição de sobrevelocidade do motor.",O ECM secundário assumirá o controle de governar o motor se o sinal de pulsação do ECM principal para o ECM secundário for interrompido. Verifique se o fio que transporta o sinal de pulsação do ECM principal para o ECM secundário não está aberto ou se o fio não está em curto.,,1.0,"Main ECM Battery Voltage, Main ECM Sign Loss, Diagnostic Codes for Injector Solenoids, Engine Sleepage Condition.",Secondary ECM will take control of the engine if the main ECM pulse signal for the secondary ECM is stopped. Verify that the wire that transports the main ECM pulse signal to the secondary ECM is not open or if the wire is not short.
E52,Low Fuel Pressure Warning,,"Tampa do tanque de combustível, Válvula reguladora de pressão de combustível, Válvula de alívio de pressão de combustível, Nível de combustível.","Verificar tampa do tanque de combustível, válvula reguladora de pressão de combustível, válvula de alívio de p ressão de combustível e nível de combustível.",,1.0,"Fuel tank cover, fuel pressure regulator valve, fuel pressure relief valve, fuel level.","Check fuel tank cover, fuel pressure regulator valve, fuel rearing valve and fuel level."
E53,Low Fuel Pressure,Baixa pressão de combustível,"Tampa do tanque de combustível, Válvula reguladora de pressão de combustível, Válvula de alívio de pressão de combustível, Nível de combustível.","Verificar tampa do tanque de combustível, válvula reguladora de pressão de combustível, válvula de alívio de p ressão de combustível e nível de combustível.",,1.0,"Fuel tank cover, fuel pressure regulator valve, fuel pressure relief valve, fuel level.","Check fuel tank cover, fuel pressure regulator valve, fuel rearing valve and fuel level."
E539,High Intake Manifold Air Temperature,Temperatura alta no coletor de admissão,"Temperatura do ar de entrada, Temperatura do refrigerante, Relação Ar / Combustível, Restrição do ar de entrada, Sensor, Conectores e fiação, Restrição de escape, Sobrecarga do motor, Pós-arrefecedor, Fluxo de refrigerante, Fluxo de ar.","Verifique se há alta temperatura do ar de entrada, verifique se há alta temperatura do fluido refrigerante, verifique a relação ar / combustível, verifique se há restrição no sistema de entrada de ar, verifique o sensor de temperatura do coletor de admissão, inspecione os conectores elétricos e a fiação, verifique se há restrição no Sistema de Exaustão, Verifique se há Sobrecarga do Motor, Verifique se há uma Temperatura de Entrada Elevada para a Água de Resfriamento pelo Aftercooler, Verifique se há fluxo insuficiente de água de resfriamento pelo aftercooler, Verifique se há fluxo insuficiente de ar pelo aftercooler.",,1.0,"Inlet air temperature, refrigerant temperature, air / fuel ratio, inlet air restriction, sensor, connectors and wiring, exhaust restriction, engine overload, aftercooler, refrigerant flow, airflow.","Check for high inlet air temperature, check for high temperature of refrigerant fluid, check the air / fuel ratio, check for restriction on the air input system, check the intake collector temperature sensor, inspect the connectors Electrical and wiring, check for restriction on the exhaust system, check for engine overload, check for a high input temperature for cooling water by aftercooler, check for insufficient flow of cooling water by aftercooler, verify If there is insufficient flow of air by aftercooler."
E552,Low Aftercooler Coolant Level,,Baixo nível de liquido de arrefecimento.,"Checar por vazamentos no sistema de arrefecimento, aftercoolers, trocadores de calor.",,1.0,Low level of cooling liquid.,"Check for leaks in the cooling system, aftercoolers, heat exchangers."
E56,High Fuel Temperature Warning,Alta temperatura de combustível - Alerta,"Válvula reguladora de pressão de combustível, Nível de combustível, Linhas de combustível, Motor superaquecido.","Inspecionar a válvula reguladora de pressão de combustível de retorno. Certificar-se de que o tanque de combustível contém combustível suficiente. À medida que o nível do tanque de combustível diminui, a temperatura do combustível geralmente aumenta. Certificar-se de que o fluxo de retorno de combustível para o tanque de combustível não esteja obstruído. ",,1.0,"Fuel pressure regulator valve, fuel level, fuel lines, overheated motor.","Inspect the return fuel pressure regulator valve. Make sure the fuel tank contains enough fuel. As the level of the fuel tank decreases, the fuel temperature generally increases. Make sure that the fuel return flow to the fuel tank is not obstructed."
E57,Low Engine Coolant Level Derate,Derate por baixo nível de liquido de arrefecimento.,Baixo nível de liquido de arrefecimento.,"Checar por vazamentos no sistema de arrefecimento, aftercoolers, trocadores de calor.",,2.0,Low level of cooling liquid.,"Check for leaks in the cooling system, aftercoolers, heat exchangers."
E59,Low Engine Coolant Level Warning,Baixo nível de liquido de arrefecimento.,Baixo nível de liquido de arrefecimento.,"Checar por vazamentos no sistema de arrefecimento, aftercoolers, trocadores de calor.",,1.0,Low level of cooling liquid.,"Check for leaks in the cooling system, aftercoolers, heat exchangers."
E7,High Aftercooler Temperature Derate,,"Circuito do Aftercooler - Baixo nível do líquido de arrefecimento, Qualidade de refrigerante, Ar no sistema de arrefecimento, Radiador, Vazamento de refrigerante, Ventilador de refrigeração do radiador defeituoso (se aplicável), Mangueiras danificadas, Regulador de temperatura com defeito, Bomba de líquido arrefecedor de água com revestimento defeituoso, Pós-resfriador.","Verificar se o motor está operando com cargas muito altas. Verificar regulador de temperatura, se existe ar no sistema de arrefecimento, vazamento de fluido de arrefecimento, mangueiras danificadas e/ou aftercooler defeituoso.",,2.0,"Aftercooler circuit - low level of coolant, refrigerant quality, air in cooling system, radiator, refrigerant leak, defective radiator cooling fan (if applicable), damaged hoses, defective temperature regulator, liquid pump Water cooler with defective,aftercooler coating.","Check that the engine is operating with very high loads. Check temperature regulator, if there is air in the cooling system, cooling fluid leak, damaged hoses and / or defective aftercooler."
E701,Auxiliary I/O #01,,Ativação de equipamento auxiliar.,Alerta apenas informativo.,,1.0,Activation of auxiliary equipment.,Alert only informative.
E73,High Oil Filter Differential Pressure,,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,,1.0,Increased pressure differential in the fuel filter; Need to exchange fuel filter; Incorrect installation of the inlet / fuel output sensors.,Checking the installation positioning of the pressure sensors; Exchange of fuel filters.
E8,High Aftercooler Temperature Shutdown,,"Circuito do Aftercooler - Baixo nível do líquido de arrefecimento, ar no sistema de arrefecimento, vazamento de fluido, mangueiras danificadas, aftercooler defeituoso, bomba de líquido arrefecedor de água com revestimento defeituoso.","Verificar se o motor está operando com cargas muito altas. Verificar regulador de temperatura, se existe ar no sistema de arrefecimento, vazamento de fluido de arrefecimento, mangueiras danificadas e/ou aftercooler defeituoso.",,2.0,"Aftercooler circuit - low level of coolant, air in cooling system, fluid leakage, damaged hoses, defective aftercooler, defective water coolant pump with defective coating.","Check that the engine is operating with very high loads. Check temperature regulator, if there is air in the cooling system, cooling fluid leak, damaged hoses and / or defective aftercooler."
E823,Cyl #3 Exhaust Port Temp Deviating High,,"Temperatura do ar de entrada, Temperatura do refrigerante, Relação Ar / Combustível, Restrição do ar de entrada, Sensor, Conectores e fiação, Restrição de escape, Sobrecarga do motor, Pós-arrefecedor, Fluxo de refrigerante, Fluxo de ar.","Verificar alta temperatura de ar ambiente, Verificar temperatura de arrefecimento, Verificar se há alta restrição de ar na entrada e/ou altitude elevada, Verificar o sensor de temperatura de ar do coletor de admissão e/ou o circuito, Verificar se há fluxo suficiente de líquido de arrefecimento através do aftercooler, Verificat se há fluxo de ar suficiente através do aftercooler.",,,"Inlet air temperature, refrigerant temperature, air / fuel ratio, inlet air restriction, sensor, connectors and wiring, exhaust restriction, engine overload, aftercooler, refrigerant flow, airflow.","Check high temperature of ambient air, check cooling temperature, check for high air restriction in the inlet and / or high altitude, check the intake collector air temperature sensor and / or circuit, check for sufficient flow Cooling liquid through aftercooler, verify if there is enough airflow through afterCooler."
E824,Cyl #4 Exhaust Port Temp Deviating High,,"Temperatura do ar de entrada, Temperatura do refrigerante, Relação Ar / Combustível, Restrição do ar de entrada, Sensor, Conectores e fiação, Restrição de escape, Sobrecarga do motor, Pós-arrefecedor, Fluxo de refrigerante, Fluxo de ar.","Verificar alta temperatura de ar ambiente, Verificar temperatura de arrefecimento, Verificar se há alta restrição de ar na entrada e/ou altitude elevada, Verificar o sensor de temperatura de ar do coletor de admissão e/ou o circuito, Verificar se há fluxo suficiente de líquido de arrefecimento através do aftercooler, Verificat se há fluxo de ar suficiente através do aftercooler.",,,"Inlet air temperature, refrigerant temperature, air / fuel ratio, inlet air restriction, sensor, connectors and wiring, exhaust restriction, engine overload, aftercooler, refrigerant flow, airflow.","Check high temperature of ambient air, check cooling temperature, check for high air restriction in the inlet and / or high altitude, check the intake collector air temperature sensor and / or circuit, check for sufficient flow Cooling liquid through aftercooler, verify if there is enough airflow through afterCooler."
E825,Cyl #5 Exhaust Port Temp Deviating High,,"Temperatura do ar de entrada, Temperatura do refrigerante, Relação Ar / Combustível, Restrição do ar de entrada, Sensor, Conectores e fiação, Restrição de escape, Sobrecarga do motor, Pós-arrefecedor, Fluxo de refrigerante, Fluxo de ar.","Verificar alta temperatura de ar ambiente, Verificar temperatura de arrefecimento, Verificar se há alta restrição de ar na entrada e/ou altitude elevada, Verificar o sensor de temperatura de ar do coletor de admissão e/ou o circuito, Verificar se há fluxo suficiente de líquido de arrefecimento através do aftercooler, Verificat se há fluxo de ar suficiente através do aftercooler.",,,"Inlet air temperature, refrigerant temperature, air / fuel ratio, inlet air restriction, sensor, connectors and wiring, exhaust restriction, engine overload, aftercooler, refrigerant flow, airflow.","Check high temperature of ambient air, check cooling temperature, check for high air restriction in the inlet and / or high altitude, check the intake collector air temperature sensor and / or circuit, check for sufficient flow Cooling liquid through aftercooler, verify if there is enough airflow through afterCooler."
E830,Cyl #10 Exhaust Port Temp Deviating High,,"Temperatura do ar de entrada, Temperatura do refrigerante, Relação Ar / Combustível, Restrição do ar de entrada, Sensor, Conectores e fiação, Restrição de escape, Sobrecarga do motor, Pós-arrefecedor, Fluxo de refrigerante, Fluxo de ar.","Verificar alta temperatura de ar ambiente, Verificar temperatura de arrefecimento, Verificar se há alta restrição de ar na entrada e/ou altitude elevada, Verificar o sensor de temperatura de ar do coletor de admissão e/ou o circuito, Verificar se há fluxo suficiente de líquido de arrefecimento através do aftercooler, Verificat se há fluxo de ar suficiente através do aftercooler.",,,"Inlet air temperature, refrigerant temperature, air / fuel ratio, inlet air restriction, sensor, connectors and wiring, exhaust restriction, engine overload, aftercooler, refrigerant flow, airflow.","Check high temperature of ambient air, check cooling temperature, check for high air restriction in the inlet and / or high altitude, check the intake collector air temperature sensor and / or circuit, check for sufficient flow Cooling liquid through aftercooler, verify if there is enough airflow through afterCooler."
E9(2),High Altitude Derate,,"Sensor defeituoso, chicote defeituoso.",Checagem do sensor e chicote; Troca do sensor e chicote.,,2.0,"Defective sensor, defective whip.",Sensor checks and whip; Exchange of the sensor and whip.
E94,Engine Fuel Delivery Pressure:High - least severe (1),Alta pressão de entrada de Combustível,Aumento de pressão de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível. Possível falha do regulador de pressão de combustível. Possível falha na válvula de alívio de pressão da bomba de transferência de combustível. ,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível. Verificar linhas de combustível em busca de restrições no retorno de combustível.,,1.0,Increased fuel pressure; Need to exchange fuel filter; Incorrect installation of the inlet / fuel output sensors. Possible fuel regulator failure. Possible failure in the pressure relief valve of the fuel transfer pump.,Checking the installation positioning of the pressure sensors; Exchange of fuel filters. Check fuel lines in search of restrictions on fuel return.
E95(1),Fuel Filter Restriction Warning,Alerta de restrição do Filtro de Combustível,Aumento do diferencial de pressão no filtro de combustível; Necessidade de troca do filtro de combustível; Instalação incorreta dos sensores de pressão de entrada/saída de combustível.,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível.,,1.0,Increased pressure differential in the fuel filter; Need to exchange fuel filter; Incorrect installation of the inlet / fuel output sensors.,Checking the installation positioning of the pressure sensors; Exchange of fuel filters.
E96,High Fuel Pressure,Alta pressão de combustível,Aumento de pressão de combustível. Necessidade de troca do filtro de combustível. Instalação incorreta dos sensores de pressão de entrada/saída de combustível. Possível falha do regulador de pressão de combustível. Possível falha na válvula de alívio de pressão da bomba de transferência de combustível. ,Checagem do posicionamento de instalação dos sensores de pressão; Troca dos filtros de combustível. Verificar linhas de combustível em busca de restrições no retorno de combustível.,,1.0,Increased fuel pressure. Need to exchange fuel filter. Incorrect installation of the inlet / fuel output sensors. Possible fuel regulator failure. Possible failure in the pressure relief valve of the fuel transfer pump.,Checking the installation positioning of the pressure sensors; Exchange of fuel filters. Check fuel lines in search of restrictions on fuel return.
